date,category,amount,department,ExecSubFunction,Country
2025-01-01,Rent,19023.63,Engineering,Infrastructure,150
2025-01-01,Office Supplies,2346.36,Engineering,Infrastructure,150
2025-01-01,Insurance,3489.27,Engineering,Infrastructure,150
2025-01-01,Maintenance,2630.54,Engineering,Infrastructure,150
2025-01-01,IT Services,10791.25,Engineering,Infrastructure,150
2025-01-01,Marketing,14113.61,Engineering,Infrastructure,150
2025-01-01,Travel,2571.65,Engineering,Infrastructure,150
2025-01-01,Professional Services,8142.21,Engineering,Infrastructure,150
2025-02-01,Salaries,51813.75,Engineering,Infrastructure,150
2025-02-01,Utilities,6354.16,Engineering,Infrastructure,150
2025-02-01,Rent,19404.1,Engineering,Infrastructure,150
2025-02-01,Office Supplies,1960.71,Engineering,Infrastructure,150
2025-02-01,Insurance,3801.91,Engineering,Infrastructure,150
2025-02-01,Maintenance,2478.71,Engineering,Infrastructure,150
2025-02-01,IT Services,10387.75,Engineering,Infrastructure,150
2025-02-01,Marketing,12998.31,Engineering,Infrastructure,150
2025-02-01,Travel,3802.33,Engineering,Infrastructure,150
2025-02-01,Professional Services,8117.2,Engineering,Infrastructure,150
2025-03-01,Salaries,53105.95,Engineering,Infrastructure,150
2025-03-01,Utilities,5319.39,Engineering,Infrastructure,150
2025-03-01,Rent,19792.18,Engineering,Infrastructure,150
2025-03-01,Office Supplies,1931.12,Engineering,Infrastructure,150
2025-03-01,Insurance,3615.76,Engineering,Infrastructure,150
2025-03-01,Maintenance,2577.39,Engineering,Infrastructure,150
2025-03-01,IT Services,10787.14,Engineering,Infrastructure,150
2025-03-01,Marketing,11516.3,Engineering,Infrastructure,150
2025-03-01,Travel,4037.0,Engineering,Infrastructure,150
2025-03-01,Professional Services,6286.19,Engineering,Infrastructure,150
2025-04-01,Salaries,53151.93,Engineering,Infrastructure,150
2025-04-01,Utilities,5351.3,Engineering,Infrastructure,150
2025-04-01,Rent,20188.03,Engineering,Infrastructure,150
2025-04-01,Office Supplies,2144.0,Engineering,Infrastructure,150
2025-04-01,Insurance,3932.85,Engineering,Infrastructure,150
2025-04-01,Maintenance,3226.58,Engineering,Infrastructure,150
2025-04-01,IT Services,11137.62,Engineering,Infrastructure,150
2025-04-01,Marketing,13735.82,Engineering,Infrastructure,150
2025-04-01,Travel,3405.95,Engineering,Infrastructure,150
2025-04-01,Professional Services,9691.44,Engineering,Infrastructure,150
2025-05-01,Salaries,52177.35,Engineering,Infrastructure,150
2025-05-01,Utilities,6095.6,Engineering,Infrastructure,150
2025-05-01,Rent,20591.79,Engineering,Infrastructure,150
2025-05-01,Office Supplies,2204.89,Engineering,Infrastructure,150
2025-05-01,Insurance,3650.98,Engineering,Infrastructure,150
2025-05-01,Maintenance,3411.28,Engineering,Infrastructure,150
2025-05-01,IT Services,10588.64,Engineering,Infrastructure,150
2025-05-01,Marketing,9152.71,Engineering,Infrastructure,150
2025-05-01,Travel,2740.69,Engineering,Infrastructure,150
2025-05-01,Professional Services,7291.26,Engineering,Infrastructure,150
2025-06-01,Salaries,52985.81,Engineering,Infrastructure,150
2025-06-01,Utilities,5062.76,Engineering,Infrastructure,150
2025-06-01,Rent,21003.62,Engineering,Infrastructure,150
2025-06-01,Office Supplies,1879.27,Engineering,Infrastructure,150
2025-06-01,Insurance,3920.16,Engineering,Infrastructure,150
2025-06-01,Maintenance,2303.35,Engineering,Infrastructure,150
2025-06-01,IT Services,11629.71,Engineering,Infrastructure,150
2025-06-01,Marketing,10904.07,Engineering,Infrastructure,150
2025-06-01,Travel,7616.72,Engineering,Infrastructure,150
2025-06-01,Professional Services,6075.54,Engineering,Infrastructure,150
2025-07-01,Salaries,52434.49,Engineering,Infrastructure,150
2025-07-01,Utilities,6782.41,Engineering,Infrastructure,150
2025-07-01,Rent,21423.69,Engineering,Infrastructure,150
2025-07-01,Office Supplies,2600.64,Engineering,Infrastructure,150
2025-07-01,Insurance,3827.09,Engineering,Infrastructure,150
2025-07-01,Maintenance,3162.54,Engineering,Infrastructure,150
2025-07-01,IT Services,12150.88,Engineering,Infrastructure,150
2025-07-01,Marketing,12423.67,Engineering,Infrastructure,150
2025-07-01,Travel,4479.51,Engineering,Infrastructure,150
2025-07-01,Professional Services,6435.81,Engineering,Infrastructure,150
2025-08-01,Salaries,52066.82,Engineering,Infrastructure,150
2025-08-01,Utilities,8270.5,Engineering,Infrastructure,150
2025-08-01,Rent,21852.17,Engineering,Infrastructure,150
2025-08-01,Office Supplies,2345.13,Engineering,Infrastructure,150
2025-08-01,Insurance,3916.77,Engineering,Infrastructure,150
2025-08-01,Maintenance,2645.48,Engineering,Infrastructure,150
2025-08-01,IT Services,12181.17,Engineering,Infrastructure,150
2025-08-01,Marketing,15439.36,Engineering,Infrastructure,150
2025-08-01,Travel,5759.39,Engineering,Infrastructure,150
2025-08-01,Professional Services,8060.14,Engineering,Infrastructure,150
2025-09-01,Salaries,53388.66,Engineering,Infrastructure,150
2025-09-01,Utilities,5339.81,Engineering,Infrastructure,150
2025-09-01,Rent,22289.21,Engineering,Infrastructure,150
2025-09-01,Office Supplies,3534.07,Engineering,Infrastructure,150
2025-09-01,Insurance,4083.57,Engineering,Infrastructure,150
2025-09-01,Maintenance,2068.52,Engineering,Infrastructure,150
2025-09-01,IT Services,10940.07,Engineering,Infrastructure,150
2025-09-01,Marketing,13598.42,Engineering,Infrastructure,150
2025-09-01,Travel,3995.52,Engineering,Infrastructure,150
2025-09-01,Professional Services,6327.83,Engineering,Infrastructure,150
2025-10-01,Salaries,53350.12,Engineering,Infrastructure,150
2025-10-01,Utilities,6516.69,Engineering,Infrastructure,150
2025-10-01,Rent,22735.0,Engineering,Infrastructure,150
2025-10-01,Office Supplies,1914.66,Engineering,Infrastructure,150
2025-10-01,Insurance,4188.19,Engineering,Infrastructure,150
2025-10-01,Maintenance,3080.52,Engineering,Infrastructure,150
2025-10-01,IT Services,11701.91,Engineering,Infrastructure,150
2025-10-01,Marketing,14450.34,Engineering,Infrastructure,150
2025-10-01,Travel,4973.38,Engineering,Infrastructure,150
2025-10-01,Professional Services,8427.26,Engineering,Infrastructure,150
2025-11-01,Salaries,53742.76,Engineering,Infrastructure,150
2025-11-01,Utilities,6351.12,Engineering,Infrastructure,150
2025-11-01,Rent,23189.7,Engineering,Infrastructure,150
2025-11-01,Office Supplies,2084.32,Engineering,Infrastructure,150
2025-11-01,Insurance,4064.95,Engineering,Infrastructure,150
2025-11-01,Maintenance,3415.12,Engineering,Infrastructure,150
2025-11-01,IT Services,13537.86,Engineering,Infrastructure,150
2025-11-01,Marketing,17739.3,Engineering,Infrastructure,150
2025-11-01,Travel,5863.93,Engineering,Infrastructure,150
2025-11-01,Professional Services,7860.05,Engineering,Infrastructure,150
2025-12-01,Salaries,54197.95,Engineering,Infrastructure,150
2025-12-01,Utilities,7547.95,Engineering,Infrastructure,150
2025-12-01,Rent,23653.49,Engineering,Infrastructure,150
2025-12-01,Office Supplies,2234.71,Engineering,Infrastructure,150
2025-12-01,Insurance,4096.37,Engineering,Infrastructure,150
2025-12-01,Maintenance,3403.63,Engineering,Infrastructure,150
2025-12-01,IT Services,12062.07,Engineering,Infrastructure,150
2025-12-01,Marketing,18442.85,Engineering,Infrastructure,150
2025-12-01,Travel,5008.3,Engineering,Infrastructure,150
2025-12-01,Professional Services,8077.35,Engineering,Infrastructure,150
2026-01-01,Salaries,54673.56,Engineering,Infrastructure,150
2026-01-01,Utilities,9117.83,Engineering,Infrastructure,150
2026-01-01,Rent,24126.56,Engineering,Infrastructure,150
2026-01-01,Office Supplies,2784.26,Engineering,Infrastructure,150
2026-01-01,Insurance,4080.71,Engineering,Infrastructure,150
2026-01-01,Maintenance,3804.74,Engineering,Infrastructure,150
2026-01-01,IT Services,12682.68,Engineering,Infrastructure,150
2026-01-01,Marketing,16845.04,Engineering,Infrastructure,150
2026-01-01,Travel,6180.88,Engineering,Infrastructure,150
2026-01-01,Professional Services,10217.84,Engineering,Infrastructure,150
