date,category,amount,department,ExecSubFunction,Country
2024-12-01,Insurance,3537.31,Marketing,Digital,175
2024-12-01,Maintenance,3314.27,Marketing,Digital,175
2024-12-01,IT Services,8953.02,Marketing,Digital,175
2024-12-01,Marketing,22262.06,Marketing,Digital,175
2024-12-01,Travel,5213.68,Marketing,Digital,175
2024-12-01,Professional Services,6865.75,Marketing,Digital,175
2025-01-01,Salaries,51684.91,Marketing,Digital,175
2025-01-01,Utilities,7064.95,Marketing,Digital,175
2025-01-01,Rent,19023.63,Marketing,Digital,175
2025-01-01,Office Supplies,2743.51,Marketing,Digital,175
2025-01-01,Insurance,3500.33,Marketing,Digital,175
2025-01-01,Maintenance,2118.58,Marketing,Digital,175
2025-01-01,IT Services,10381.61,Marketing,Digital,175
2025-01-01,Marketing,10098.73,Marketing,Digital,175
2025-01-01,Travel,4292.43,Marketing,Digital,175
2025-01-01,Professional Services,7741.38,Marketing,Digital,175
2025-02-01,Salaries,52985.02,Marketing,Digital,175
2025-02-01,Utilities,6667.55,Marketing,Digital,175
2025-02-01,Rent,19404.1,Marketing,Digital,175
2025-02-01,Office Supplies,2322.64,Marketing,Digital,175
2025-02-01,Insurance,3556.25,Marketing,Digital,175
2025-02-01,Maintenance,2774.38,Marketing,Digital,175
2025-02-01,IT Services,10152.05,Marketing,Digital,175
2025-02-01,Marketing,13199.32,Marketing,Digital,175
2025-02-01,Travel,3800.9,Marketing,Digital,175
2025-02-01,Professional Services,7860.49,Marketing,Digital,175
2025-03-01,Salaries,52059.49,Marketing,Digital,175
2025-03-01,Utilities,6498.81,Marketing,Digital,175
2025-03-01,Rent,19792.18,Marketing,Digital,175
2025-03-01,Office Supplies,1946.2,Marketing,Digital,175
2025-03-01,Insurance,3689.88,Marketing,Digital,175
2025-03-01,Maintenance,3194.05,Marketing,Digital,175
2025-03-01,IT Services,11582.96,Marketing,Digital,175
2025-03-01,Marketing,11233.84,Marketing,Digital,175
2025-03-01,Travel,5020.26,Marketing,Digital,175
2025-03-01,Professional Services,6754.68,Marketing,Digital,175
2025-04-01,Salaries,51614.58,Marketing,Digital,175
2025-04-01,Utilities,5932.13,Marketing,Digital,175
2025-04-01,Rent,20188.03,Marketing,Digital,175
2025-04-01,Office Supplies,2578.38,Marketing,Digital,175
2025-04-01,Insurance,3859.06,Marketing,Digital,175
2025-04-01,Maintenance,3636.59,Marketing,Digital,175
2025-04-01,IT Services,10362.41,Marketing,Digital,175
2025-04-01,Marketing,13197.52,Marketing,Digital,175
2025-04-01,Travel,4585.08,Marketing,Digital,175
2025-04-01,Professional Services,8747.76,Marketing,Digital,175
2025-05-01,Salaries,52370.16,Marketing,Digital,175
2025-05-01,Utilities,6065.84,Marketing,Digital,175
2025-05-01,Rent,20591.79,Marketing,Digital,175
2025-05-01,Office Supplies,2263.06,Marketing,Digital,175
2025-05-01,Insurance,3826.78,Marketing,Digital,175
2025-05-01,Maintenance,2817.99,Marketing,Digital,175
2025-05-01,IT Services,11090.84,Marketing,Digital,175
2025-05-01,Marketing,15657.36,Marketing,Digital,175
2025-05-01,Travel,3192.41,Marketing,Digital,175
2025-05-01,Professional Services,7112.94,Marketing,Digital,175
2025-06-01,Salaries,53046.29,Marketing,Digital,175
2025-06-01,Utilities,5989.94,Marketing,Digital,175
2025-06-01,Rent,21003.62,Marketing,Digital,175
2025-06-01,Office Supplies,2459.05,Marketing,Digital,175
2025-06-01,Insurance,3946.21,Marketing,Digital,175
2025-06-01,Maintenance,2352.0,Marketing,Digital,175
2025-06-01,IT Services,12283.37,Marketing,Digital,175
2025-06-01,Marketing,14220.33,Marketing,Digital,175
2025-06-01,Travel,4374.44,Marketing,Digital,175
2025-06-01,Professional Services,7273.68,Marketing,Digital,175
2025-07-01,Salaries,53323.99,Marketing,Digital,175
2025-07-01,Utilities,7016.32,Marketing,Digital,175
2025-07-01,Rent,21423.69,Marketing,Digital,175
2025-07-01,Office Supplies,1672.12,Marketing,Digital,175
2025-07-01,Insurance,3756.9,Marketing,Digital,175
2025-07-01,Maintenance,3350.46,Marketing,Digital,175
2025-07-01,IT Services,12526.82,Marketing,Digital,175
2025-07-01,Marketing,12039.97,Marketing,Digital,175
2025-07-01,Travel,3647.58,Marketing,Digital,175
2025-07-01,Professional Services,6609.16,Marketing,Digital,175
2025-08-01,Salaries,52311.34,Marketing,Digital,175
2025-08-01,Utilities,6740.49,Marketing,Digital,175
2025-08-01,Rent,21852.17,Marketing,Digital,175
2025-08-01,Office Supplies,1729.89,Marketing,Digital,175
2025-08-01,Insurance,3985.21,Marketing,Digital,175
2025-08-01,Maintenance,2747.15,Marketing,Digital,175
2025-08-01,IT Services,11828.45,Marketing,Digital,175
2025-08-01,Marketing,13256.45,Marketing,Digital,175
2025-08-01,Travel,3140.78,Marketing,Digital,175
2025-08-01,Professional Services,7209.51,Marketing,Digital,175
2025-09-01,Salaries,52301.23,Marketing,Digital,175
2025-09-01,Utilities,5701.05,Marketing,Digital,175
2025-09-01,Rent,22289.21,Marketing,Digital,175
2025-09-01,Office Supplies,3480.61,Marketing,Digital,175
2025-09-01,Insurance,3904.53,Marketing,Digital,175
2025-09-01,Maintenance,3474.33,Marketing,Digital,175
2025-09-01,IT Services,12167.09,Marketing,Digital,175
2025-09-01,Marketing,11368.38,Marketing,Digital,175
2025-09-01,Travel,6367.42,Marketing,Digital,175
2025-09-01,Professional Services,5922.24,Marketing,Digital,175
2025-10-01,Salaries,52947.63,Marketing,Digital,175
2025-10-01,Utilities,5881.63,Marketing,Digital,175
2025-10-01,Rent,22735.0,Marketing,Digital,175
2025-10-01,Office Supplies,1873.37,Marketing,Digital,175
2025-10-01,Insurance,4175.35,Marketing,Digital,175
2025-10-01,Maintenance,4217.88,Marketing,Digital,175
2025-10-01,IT Services,12874.09,Marketing,Digital,175
2025-10-01,Marketing,9564.28,Marketing,Digital,175
2025-10-01,Travel,4525.36,Marketing,Digital,175
2025-10-01,Professional Services,7813.07,Marketing,Digital,175
2025-11-01,Salaries,54297.83,Marketing,Digital,175
2025-11-01,Utilities,6460.5,Marketing,Digital,175
2025-11-01,Rent,23189.7,Marketing,Digital,175
2025-11-01,Office Supplies,1858.83,Marketing,Digital,175
2025-11-01,Insurance,4185.58,Marketing,Digital,175
2025-11-01,Maintenance,3840.94,Marketing,Digital,175
2025-11-01,IT Services,12141.77,Marketing,Digital,175
2025-11-01,Marketing,20784.62,Marketing,Digital,175
2025-11-01,Travel,3933.4,Marketing,Digital,175
2025-11-01,Professional Services,7586.54,Marketing,Digital,175
2025-12-01,Salaries,53572.98,Marketing,Digital,175
2025-12-01,Utilities,8461.06,Marketing,Digital,175
2025-12-01,Rent,23653.49,Marketing,Digital,175
2025-12-01,Office Supplies,2489.23,Marketing,Digital,175
2025-12-01,Insurance,4142.56,Marketing,Digital,175
2025-12-01,Maintenance,3408.05,Marketing,Digital,175
2025-12-01,IT Services,12337.95,Marketing,Digital,175
2025-12-01,Marketing,25413.03,Marketing,Digital,175
2025-12-01,Travel,4300.89,Marketing,Digital,175
2025-12-01,Professional Services,8473.48,Marketing,Digital,175
2026-01-01,Salaries,53559.57,Marketing,Digital,175
2026-01-01,Utilities,8415.08,Marketing,Digital,175
2026-01-01,Rent,24126.56,Marketing,Digital,175
2026-01-01,Office Supplies,2536.83,Marketing,Digital,175
2026-01-01,Insurance,4222.86,Marketing,Digital,175
2026-01-01,Maintenance,2416.47,Marketing,Digital,175
2026-01-01,IT Services,13475.93,Marketing,Digital,175
2026-01-01,Marketing,10010.96,Marketing,Digital,175
2026-01-01,Travel,5719.71,Marketing,Digital,175
2026-01-01,Professional Services,8919.88,Marketing,Digital,175
