date,category,amount,department,ExecSubFunction,Country
2025-10-01,Marketing,11405.01,Sales,Infrastructure,120
2025-10-01,Travel,4313.25,Sales,Infrastructure,120
2025-10-01,Professional Services,7359.27,Sales,Infrastructure,120
2025-11-01,Salaries,53015.91,Sales,Infrastructure,120
2025-11-01,Utilities,6292.7,Sales,Infrastructure,120
2025-11-01,Rent,23189.7,Sales,Infrastructure,120
2025-11-01,Office Supplies,2640.55,Sales,Infrastructure,120
2025-11-01,Insurance,4287.04,Sales,Infrastructure,120
2025-11-01,Maintenance,3029.32,Sales,Infrastructure,120
2025-11-01,IT Services,12431.39,Sales,Infrastructure,120
2025-11-01,Marketing,20157.18,Sales,Infrastructure,120
2025-11-01,Travel,4018.27,Sales,Infrastructure,120
2025-11-01,Professional Services,6199.29,Sales,Infrastructure,120
2025-12-01,Salaries,53928.52,Sales,Infrastructure,120
2025-12-01,Utilities,7713.32,Sales,Infrastructure,120
2025-12-01,Rent,23653.49,Sales,Infrastructure,120
2025-12-01,Office Supplies,2093.88,Sales,Infrastructure,120
2025-12-01,Insurance,4017.06,Sales,Infrastructure,120
2025-12-01,Maintenance,2623.22,Sales,Infrastructure,120
2025-12-01,IT Services,12368.85,Sales,Infrastructure,120
2025-12-01,Marketing,23763.51,Sales,Infrastructure,120
2025-12-01,Travel,4308.56,Sales,Infrastructure,120
2025-12-01,Professional Services,8911.73,Sales,Infrastructure,120
2026-01-01,Salaries,52695.63,Sales,Infrastructure,120
2026-01-01,Utilities,9134.18,Sales,Infrastructure,120
2026-01-01,Rent,24126.56,Sales,Infrastructure,120
2026-01-01,Office Supplies,2887.46,Sales,Infrastructure,120
2026-01-01,Insurance,4184.16,Sales,Infrastructure,120
2026-01-01,Maintenance,2884.02,Sales,Infrastructure,120
2026-01-01,IT Services,12659.54,Sales,Infrastructure,120
2026-01-01,Marketing,13154.25,Sales,Infrastructure,120
2026-01-01,Travel,5078.7,Sales,Infrastructure,120
2026-01-01,Professional Services,8466.62,Sales,Infrastructure,120
